Date,Sunrise,Sunset
2010-10-23,2010-10-23 05:55:18.239442+09:30,2010-10-23 18:42:46.512162+09:30
2010-10-24,2010-10-24 05:54:30.720765+09:30,2010-10-24 18:43:17.262807+09:30
2010-10-25,2010-10-25 05:53:44.115115+09:30,2010-10-25 18:43:48.512775+09:30
2010-10-26,2010-10-26 05:52:58.449053+09:30,2010-10-26 18:44:20.264852+09:30
2010-10-27,2010-10-27 05:52:13.748883+09:30,2010-10-27 18:44:52.520901+09:30
2010-10-28,2010-10-28 05:51:30.040620+09:30,2010-10-28 18:45:25.281833+09:30
2010-10-29,2010-10-29 05:50:47.349964+09:30,2010-10-29 18:45:58.547570+09:30
2010-10-30,2010-10-30 05:50:05.702268+09:30,2010-10-30 18:46:32.317011+09:30
2010-10-31,2010-10-31 05:49:25.122508+09:30,2010-10-31 18:47:06.588002+09:30
2010-11-01,2010-11-01 05:48:45.635251+09:30,2010-11-01 18:47:41.357303+09:30
2010-11-02,2010-11-02 05:48:07.264626+09:30,2010-11-02 18:48:16.620560+09:30
2010-11-03,2010-11-03 05:47:30.034287+09:30,2010-11-03 18:48:52.372279+09:30
2010-11-04,2010-11-04 05:46:53.967385+09:30,2010-11-04 18:49:28.605796+09:30
2010-11-05,2010-11-05 05:46:19.086529+09:30,2010-11-05 18:50:05.313256+09:30
2010-11-06,2010-11-06 05:45:45.413759+09:30,2010-11-06 18:50:42.485592+09:30
2010-11-07,2010-11-07 05:45:12.970504+09:30,2010-11-07 18:51:20.112506+09:30
2010-11-08,2010-11-08 05:44:41.777556+09:30,2010-11-08 18:51:58.182449+09:30
2010-11-09,2010-11-09 05:44:11.855029+09:30,2010-11-09 18:52:36.682611+09:30
2010-11-10,2010-11-10 05:43:43.222324+09:30,2010-11-10 18:53:15.598909+09:30
2010-11-11,2010-11-11 05:43:15.898101+09:30,2010-11-11 18:53:54.915977+09:30
2010-11-12,2010-11-12 05:42:49.900237+09:30,2010-11-12 18:54:34.617162+09:30
2010-11-13,2010-11-13 05:42:25.245792+09:30,2010-11-13 18:55:14.684523+09:30
2010-11-14,2010-11-14 05:42:01.950979+09:30,2010-11-14 18:55:55.098834+09:30
2010-11-15,2010-11-15 05:41:40.031124+09:30,2010-11-15 18:56:35.839584+09:30
2010-11-16,2010-11-16 05:41:19.500633+09:30,2010-11-16 18:57:16.884992+09:30
2010-11-17,2010-11-17 05:41:00.372960+09:30,2010-11-17 18:57:58.212015+09:30
2010-11-18,2010-11-18 05:40:42.660571+09:30,2010-11-18 18:58:39.796366+09:30
2010-11-19,2010-11-19 05:40:26.374913+09:30,2010-11-19 18:59:21.612533+09:30
2010-11-20,2010-11-20 05:40:11.526378+09:30,2010-11-20 19:00:03.633805+09:30
2010-11-21,2010-11-21 05:39:58.124275+09:30,2010-11-21 19:00:45.832296+09:30
2010-11-22,2010-11-22 05:39:46.176794+09:30,2010-11-22 19:01:28.178980+09:30
2010-11-23,2010-11-23 05:39:35.690982+09:30,2010-11-23 19:02:10.643725+09:30
2010-11-24,2010-11-24 05:39:26.672707+09:30,2010-11-24 19:02:53.195330+09:30
2010-11-25,2010-11-25 05:39:19.126635+09:30,2010-11-25 19:03:35.801572+09:30
2010-11-26,2010-11-26 05:39:13.056199+09:30,2010-11-26 19:04:18.429250+09:30
2010-11-27,2010-11-27 05:39:08.463574+09:30,2010-11-27 19:05:01.044235+09:30
2010-11-28,2010-11-28 05:39:05.349656+09:30,2010-11-28 19:05:43.611524+09:30
2010-11-29,2010-11-29 05:39:03.714035+09:30,2010-11-29 19:06:26.095298+09:30
2010-11-30,2010-11-30 05:39:03.554975+09:30,2010-11-30 19:07:08.458981+09:30
2010-12-01,2010-12-01 05:39:04.869394+09:30,2010-12-01 19:07:50.665303+09:30
2010-12-02,2010-12-02 05:39:07.652851+09:30,2010-12-02 19:08:32.676365+09:30
2010-12-03,2010-12-03 05:39:11.899525+09:30,2010-12-03 19:09:14.453711+09:30
2010-12-04,2010-12-04 05:39:17.602203+09:30,2010-12-04 19:09:55.958392+09:30
2010-12-05,2010-12-05 05:39:24.752273+09:30,2010-12-05 19:10:37.151048+09:30
2010-12-06,2010-12-06 05:39:33.339714+09:30,2010-12-06 19:11:17.991975+09:30
2010-12-07,2010-12-07 05:39:43.353087+09:30,2010-12-07 19:11:58.441202+09:30
2010-12-08,2010-12-08 05:39:54.779539+09:30,2010-12-08 19:12:38.458575+09:30
2010-12-09,2010-12-09 05:40:07.604797+09:30,2010-12-09 19:13:18.003826+09:30
2010-12-10,2010-12-10 05:40:21.813177+09:30,2010-12-10 19:13:57.036660+09:30
2010-12-11,2010-12-11 05:40:37.387585+09:30,2010-12-11 19:14:35.516831+09:30
2010-12-12,2010-12-12 05:40:54.309530+09:30,2010-12-12 19:15:13.404220+09:30
2010-12-13,2010-12-13 05:41:12.559137+09:30,2010-12-13 19:15:50.658917+09:30
2010-12-14,2010-12-14 05:41:32.115165+09:30,2010-12-14 19:16:27.241300+09:30
2010-12-15,2010-12-15 05:41:52.955022+09:30,2010-12-15 19:17:03.112109+09:30
2010-12-16,2010-12-16 05:42:15.054795+09:30,2010-12-16 19:17:38.232528+09:30
2010-12-17,2010-12-17 05:42:38.389275+09:30,2010-12-17 19:18:12.564255+09:30
2010-12-18,2010-12-18 05:43:02.931985+09:30,2010-12-18 19:18:46.069579+09:30
2010-12-19,2010-12-19 05:43:28.655220+09:30,2010-12-19 19:19:18.711449+09:30
2010-12-20,2010-12-20 05:43:55.530084+09:30,2010-12-20 19:19:50.453545+09:30
2010-12-21,2010-12-21 05:44:23.526528+09:30,2010-12-21 19:20:21.260343+09:30
2010-12-22,2010-12-22 05:44:52.613402+09:30,2010-12-22 19:20:51.097182+09:30
2010-12-23,2010-12-23 05:45:22.758499+09:30,2010-12-23 19:21:19.930320+09:30
2010-12-24,2010-12-24 05:45:53.928609+09:30,2010-12-24 19:21:47.726995+09:30
2010-12-25,2010-12-25 05:46:26.089578+09:30,2010-12-25 19:22:14.455480+09:30
2010-12-26,2010-12-26 05:46:59.206361+09:30,2010-12-26 19:22:40.085134+09:30
2010-12-27,2010-12-27 05:47:33.243089+09:30,2010-12-27 19:23:04.586448+09:30
2010-12-28,2010-12-28 05:48:08.163130+09:30,2010-12-28 19:23:27.931090+09:30
2010-12-29,2010-12-29 05:48:43.929160+09:30,2010-12-29 19:23:50.091947+09:30
2010-12-30,2010-12-30 05:49:20.503228+09:30,2010-12-30 19:24:11.043158+09:30
2010-12-31,2010-12-31 05:49:57.846832+09:30,2010-12-31 19:24:30.760153+09:30
2011-01-01,2011-01-01 05:50:35.920990+09:30,2011-01-01 19:24:49.219675+09:30
2011-01-02,2011-01-02 05:51:14.686314+09:30,2011-01-02 19:25:06.399812+09:30
2011-01-03,2011-01-03 05:51:54.103090+09:30,2011-01-03 19:25:22.280013+09:30
2011-01-04,2011-01-04 05:52:34.131354+09:30,2011-01-04 19:25:36.841113+09:30
2011-01-05,2011-01-05 05:53:14.730968+09:30,2011-01-05 19:25:50.065340+09:30
2011-01-06,2011-01-06 05:53:55.861700+09:30,2011-01-06 19:26:01.936331+09:30
2011-01-07,2011-01-07 05:54:37.483305+09:30,2011-01-07 19:26:12.439139+09:30
2011-01-08,2011-01-08 05:55:19.555600+09:30,2011-01-08 19:26:21.560237+09:30
2011-01-09,2011-01-09 05:56:02.038543+09:30,2011-01-09 19:26:29.287518+09:30
2011-01-10,2011-01-10 05:56:44.892311+09:30,2011-01-10 19:26:35.610294+09:30
2011-01-11,2011-01-11 05:57:28.077376+09:30,2011-01-11 19:26:40.519294+09:30
2011-01-12,2011-01-12 05:58:11.554580+09:30,2011-01-12 19:26:44.006651+09:30
2011-01-13,2011-01-13 05:58:55.285205+09:30,2011-01-13 19:26:46.065897+09:30
2011-01-14,2011-01-14 05:59:39.231050+09:30,2011-01-14 19:26:46.691947+09:30
2011-01-15,2011-01-15 06:00:23.354494+09:30,2011-01-15 19:26:45.881086+09:30
2011-01-16,2011-01-16 06:01:07.618566+09:30,2011-01-16 19:26:43.630951+09:30
2011-01-17,2011-01-17 06:01:51.987008+09:30,2011-01-17 19:26:39.940512+09:30
2011-01-18,2011-01-18 06:02:36.424336+09:30,2011-01-18 19:26:34.810052+09:30
2011-01-19,2011-01-19 06:03:20.895899+09:30,2011-01-19 19:26:28.241141+09:30
2011-01-20,2011-01-20 06:04:05.367932+09:30,2011-01-20 19:26:20.236618+09:30
2011-01-21,2011-01-21 06:04:49.807609+09:30,2011-01-21 19:26:10.800556+09:30
2011-01-22,2011-01-22 06:05:34.183092+09:30,2011-01-22 19:25:59.938245+09:30
2011-01-23,2011-01-23 06:06:18.463572+09:30,2011-01-23 19:25:47.656155+09:30
2011-01-24,2011-01-24 06:07:02.619314+09:30,2011-01-24 19:25:33.961910+09:30
2011-01-25,2011-01-25 06:07:46.621691+09:30,2011-01-25 19:25:18.864262+09:30
2011-01-26,2011-01-26 06:08:30.443219+09:30,2011-01-26 19:25:02.373050+09:30
2011-01-27,2011-01-27 06:09:14.057587+09:30,2011-01-27 19:24:44.499178+09:30
2011-01-28,2011-01-28 06:09:57.439681+09:30,2011-01-28 19:24:25.254575+09:30
2011-01-29,2011-01-29 06:10:40.565608+09:30,2011-01-29 19:24:04.652166+09:30
2011-01-30,2011-01-30 06:11:23.412711+09:30,2011-01-30 19:23:42.705837+09:30
2011-01-31,2011-01-31 06:12:05.959589+09:30,2011-01-31 19:23:19.430401+09:30
2011-02-01,2011-02-01 06:12:48.186103+09:30,2011-02-01 19:22:54.841565+09:30
2011-02-02,2011-02-02 06:13:30.073385+09:30,2011-02-02 19:22:28.955894+09:30
2011-02-03,2011-02-03 06:14:11.603841+09:30,2011-02-03 19:22:01.790776+09:30
2011-02-04,2011-02-04 06:14:52.761153+09:30,2011-02-04 19:21:33.364389+09:30
2011-02-05,2011-02-05 06:15:33.530277+09:30,2011-02-05 19:21:03.695667+09:30
2011-02-06,2011-02-06 06:16:13.897434+09:30,2011-02-06 19:20:32.804263+09:30
2011-02-07,2011-02-07 06:16:53.850100+09:30,2011-02-07 19:20:00.710517+09:30
2011-02-08,2011-02-08 06:17:33.377002+09:30,2011-02-08 19:19:27.435421+09:30
2011-02-09,2011-02-09 06:18:12.468092+09:30,2011-02-09 19:18:53.000585+09:30
2011-02-10,2011-02-10 06:18:51.114540+09:30,2011-02-10 19:18:17.428203+09:30
2011-02-11,2011-02-11 06:19:29.308709+09:30,2011-02-11 19:17:40.741021+09:30
2011-02-12,2011-02-12 06:20:07.044134+09:30,2011-02-12 19:17:02.962305+09:30
2011-02-13,2011-02-13 06:20:44.315498+09:30,2011-02-13 19:16:24.115806+09:30
2011-02-14,2011-02-14 06:21:21.118609+09:30,2011-02-14 19:15:44.225731+09:30
2011-02-15,2011-02-15 06:21:57.450366+09:30,2011-02-15 19:15:03.316712+09:30
2011-02-16,2011-02-16 06:22:33.308737+09:30,2011-02-16 19:14:21.413772+09:30
2011-02-17,2011-02-17 06:23:08.692725+09:30,2011-02-17 19:13:38.542300+09:30
2011-02-18,2011-02-18 06:23:43.602335+09:30,2011-02-18 19:12:54.728019+09:30
2011-02-19,2011-02-19 06:24:18.038542+09:30,2011-02-19 19:12:09.996958+09:30
2011-02-20,2011-02-20 06:24:52.003259+09:30,2011-02-20 19:11:24.375425+09:30
2011-02-21,2011-02-21 06:25:25.499300+09:30,2011-02-21 19:10:37.889980+09:30
2011-02-22,2011-02-22 06:25:58.530343+09:30,2011-02-22 19:09:50.567411+09:30
2011-02-23,2011-02-23 06:26:31.100900+09:30,2011-02-23 19:09:02.434705+09:30
2011-02-24,2011-02-24 06:27:03.216274+09:30,2011-02-24 19:08:13.519027+09:30
2011-02-25,2011-02-25 06:27:34.882526+09:30,2011-02-25 19:07:23.847697+09:30
2011-02-26,2011-02-26 06:28:06.106438+09:30,2011-02-26 19:06:33.448167+09:30
2011-02-27,2011-02-27 06:28:36.895476+09:30,2011-02-27 19:05:42.348000+09:30
2011-02-28,2011-02-28 06:29:07.257752+09:30,2011-02-28 19:04:50.574848+09:30
2011-03-01,2011-03-01 06:29:37.201989+09:30,2011-03-01 19:03:58.156437+09:30
2011-03-02,2011-03-02 06:30:06.737486+09:30,2011-03-02 19:03:05.120545+09:30
2011-03-03,2011-03-03 06:30:35.874081+09:30,2011-03-03 19:02:11.494988+09:30
2011-03-04,2011-03-04 06:31:04.622112+09:30,2011-03-04 19:01:17.307601+09:30
2011-03-05,2011-03-05 06:31:32.992390+09:30,2011-03-05 19:00:22.586224+09:30
2011-03-06,2011-03-06 06:32:00.996157+09:30,2011-03-06 18:59:27.358691+09:30
2011-03-07,2011-03-07 06:32:28.645057+09:30,2011-03-07 18:58:31.652811+09:30
2011-03-08,2011-03-08 06:32:55.951102+09:30,2011-03-08 18:57:35.496363+09:30
2011-03-09,2011-03-09 06:33:22.926640+09:30,2011-03-09 18:56:38.917078+09:30
2011-03-10,2011-03-10 06:33:49.584320+09:30,2011-03-10 18:55:41.942636+09:30
2011-03-11,2011-03-11 06:34:15.937067+09:30,2011-03-11 18:54:44.600649+09:30
2011-03-12,2011-03-12 06:34:41.998048+09:30,2011-03-12 18:53:46.918662+09:30
2011-03-13,2011-03-13 06:35:07.780645+09:30,2011-03-13 18:52:48.924138+09:30
2011-03-14,2011-03-14 06:35:33.298422+09:30,2011-03-14 18:51:50.644456+09:30
2011-03-15,2011-03-15 06:35:58.565105+09:30,2011-03-15 18:50:52.106903+09:30
2011-03-16,2011-03-16 06:36:23.594550+09:30,2011-03-16 18:49:53.338671+09:30
2011-03-17,2011-03-17 06:36:48.400715+09:30,2011-03-17 18:48:54.366852+09:30
2011-03-18,2011-03-18 06:37:12.997641+09:30,2011-03-18 18:47:55.218434+09:30
2011-03-19,2011-03-19 06:37:37.399421+09:30,2011-03-19 18:46:55.920299+09:30
2011-03-20,2011-03-20 06:38:01.620182+09:30,2011-03-20 18:45:56.499222+09:30
2011-03-21,2011-03-21 06:38:25.674056+09:30,2011-03-21 18:44:56.981867+09:30
2011-03-22,2011-03-22 06:38:49.575161+09:30,2011-03-22 18:43:57.394785+09:30
2011-03-23,2011-03-23 06:39:13.337577+09:30,2011-03-23 18:42:57.764419+09:30
2011-03-24,2011-03-24 06:39:36.975326+09:30,2011-03-24 18:41:58.117096+09:30
2011-03-25,2011-03-25 06:40:00.502348+09:30,2011-03-25 18:40:58.479031+09:30
2011-03-26,2011-03-26 06:40:23.932487+09:30,2011-03-26 18:39:58.876327+09:30
2011-03-27,2011-03-27 06:40:47.279460+09:30,2011-03-27 18:38:59.334974+09:30
2011-03-28,2011-03-28 06:41:10.556848+09:30,2011-03-28 18:37:59.880849+09:30
2011-03-29,2011-03-29 06:41:33.778070+09:30,2011-03-29 18:37:00.539718+09:30
2011-03-30,2011-03-30 06:41:56.956365+09:30,2011-03-30 18:36:01.337234+09:30
2011-03-31,2011-03-31 06:42:20.104773+09:30,2011-03-31 18:35:02.298938+09:30
2011-04-01,2011-04-01 06:42:43.236118+09:30,2011-04-01 18:34:03.450262+09:30
2011-04-02,2011-04-02 06:43:06.362984+09:30,2011-04-02 18:33:04.816523+09:30
2011-04-03,2011-04-03 06:43:29.497704+09:30,2011-04-03 18:32:06.422926+09:30
2011-04-04,2011-04-04 06:43:52.652333+09:30,2011-04-04 18:31:08.294563+09:30
2011-04-05,2011-04-05 06:44:15.838635+09:30,2011-04-05 18:30:10.456412+09:30
2011-04-06,2011-04-06 06:44:39.068062+09:30,2011-04-06 18:29:12.933333+09:30
2011-04-07,2011-04-07 06:45:02.351736+09:30,2011-04-07 18:28:15.750068+09:30
2011-04-08,2011-04-08 06:45:25.700431+09:30,2011-04-08 18:27:18.931238+09:30
2011-04-09,2011-04-09 06:45:49.124549+09:30,2011-04-09 18:26:22.501338+09:30
2011-04-10,2011-04-10 06:46:12.634109+09:30,2011-04-10 18:25:26.484733+09:30
2011-04-11,2011-04-11 06:46:36.238722+09:30,2011-04-11 18:24:30.905658+09:30
2011-04-12,2011-04-12 06:46:59.947573+09:30,2011-04-12 18:23:35.788205+09:30
2011-04-13,2011-04-13 06:47:23.769401+09:30,2011-04-13 18:22:41.156323+09:30
2011-04-14,2011-04-14 06:47:47.712483+09:30,2011-04-14 18:21:47.033807+09:30
2011-04-15,2011-04-15 06:48:11.784610+09:30,2011-04-15 18:20:53.444292+09:30
2011-04-16,2011-04-16 06:48:35.993067+09:30,2011-04-16 18:20:00.411245+09:30
2011-04-17,2011-04-17 06:49:00.344618+09:30,2011-04-17 18:19:07.957955+09:30
2011-04-18,2011-04-18 06:49:24.845483+09:30,2011-04-18 18:18:16.107521+09:30
2011-04-19,2011-04-19 06:49:49.501316+09:30,2011-04-19 18:17:24.882843+09:30
2011-04-20,2011-04-20 06:50:14.317188+09:30,2011-04-20 18:16:34.306609+09:30
2011-04-21,2011-04-21 06:50:39.297569+09:30,2011-04-21 18:15:44.401283+09:30
2011-04-22,2011-04-22 06:51:04.446304+09:30,2011-04-22 18:14:55.189090+09:30
2011-04-23,2011-04-23 06:51:29.766595+09:30,2011-04-23 18:14:06.692000+09:30
2011-04-24,2011-04-24 06:51:55.260983+09:30,2011-04-24 18:13:18.931717+09:30
2011-04-25,2011-04-25 06:52:20.931330+09:30,2011-04-25 18:12:31.929659+09:30
2011-04-26,2011-04-26 06:52:46.778798+09:30,2011-04-26 18:11:45.706940+09:30
2011-04-27,2011-04-27 06:53:12.803829+09:30,2011-04-27 18:11:00.284357+09:30
2011-04-28,2011-04-28 06:53:39.006136+09:30,2011-04-28 18:10:15.682366+09:30
2011-04-29,2011-04-29 06:54:05.384677+09:30,2011-04-29 18:09:31.921064+09:30
2011-04-30,2011-04-30 06:54:31.937643+09:30,2011-04-30 18:08:49.020172+09:30
2011-05-01,2011-05-01 06:54:58.662444+09:30,2011-05-01 18:08:06.999011+09:30
2011-05-02,2011-05-02 06:55:25.555689+09:30,2011-05-02 18:07:25.876481+09:30
2011-05-03,2011-05-03 06:55:52.613182+09:30,2011-05-03 18:06:45.671040+09:30
2011-05-04,2011-05-04 06:56:19.829899+09:30,2011-05-04 18:06:06.400680+09:30
2011-05-05,2011-05-05 06:56:47.199986+09:30,2011-05-05 18:05:28.082907+09:30
2011-05-06,2011-05-06 06:57:14.716741+09:30,2011-05-06 18:04:50.734715+09:30
2011-05-07,2011-05-07 06:57:42.372613+09:30,2011-05-07 18:04:14.372563+09:30
2011-05-08,2011-05-08 06:58:10.159191+09:30,2011-05-08 18:03:39.012352+09:30
2011-05-09,2011-05-09 06:58:38.067199+09:30,2011-05-09 18:03:04.669400+09:30
2011-05-10,2011-05-10 06:59:06.086491+09:30,2011-05-10 18:02:31.358417+09:30
2011-05-11,2011-05-11 06:59:34.206051+09:30,2011-05-11 18:01:59.093482+09:30
2011-05-12,2011-05-12 07:00:02.413994+09:30,2011-05-12 18:01:27.888018+09:30
2011-05-13,2011-05-13 07:00:30.697564+09:30,2011-05-13 18:00:57.754769+09:30
2011-05-14,2011-05-14 07:00:59.043140+09:30,2011-05-14 18:00:28.705772+09:30
2011-05-15,2011-05-15 07:01:27.436239+09:30,2011-05-15 18:00:00.752338+09:30
2011-05-16,2011-05-16 07:01:55.861528+09:30,2011-05-16 17:59:33.905024+09:30
2011-05-17,2011-05-17 07:02:24.302831+09:30,2011-05-17 17:59:08.173612+09:30
2011-05-18,2011-05-18 07:02:52.743140+09:30,2011-05-18 17:58:43.567088+09:30
2011-05-19,2011-05-19 07:03:21.164633+09:30,2011-05-19 17:58:20.093615+09:30
2011-05-20,2011-05-20 07:03:49.548686+09:30,2011-05-20 17:57:57.760514+09:30
2011-05-21,2011-05-21 07:04:17.875895+09:30,2011-05-21 17:57:36.574245+09:30
2011-05-22,2011-05-22 07:04:46.126096+09:30,2011-05-22 17:57:16.540384+09:30
2011-05-23,2011-05-23 07:05:14.278388+09:30,2011-05-23 17:56:57.663605+09:30
2011-05-24,2011-05-24 07:05:42.311157+09:30,2011-05-24 17:56:39.947661+09:30
2011-05-25,2011-05-25 07:06:10.202106+09:30,2011-05-25 17:56:23.395371+09:30
2011-05-26,2011-05-26 07:06:37.928286+09:30,2011-05-26 17:56:08.008598+09:30
2011-05-27,2011-05-27 07:07:05.466122+09:30,2011-05-27 17:55:53.788238+09:30
2011-05-28,2011-05-28 07:07:32.791454+09:30,2011-05-28 17:55:40.734207+09:30
2011-05-29,2011-05-29 07:07:59.879568+09:30,2011-05-29 17:55:28.845430+09:30
2011-05-30,2011-05-30 07:08:26.705236+09:30,2011-05-30 17:55:18.119827+09:30
2011-05-31,2011-05-31 07:08:53.242756+09:30,2011-05-31 17:55:08.554309+09:30
2011-06-01,2011-06-01 07:09:19.465994+09:30,2011-06-01 17:55:00.144768+09:30
2011-06-02,2011-06-02 07:09:45.348422+09:30,2011-06-02 17:54:52.886076+09:30
2011-06-03,2011-06-03 07:10:10.863171+09:30,2011-06-03 17:54:46.772076+09:30
2011-06-04,2011-06-04 07:10:35.983071+09:30,2011-06-04 17:54:41.795585+09:30
2011-06-05,2011-06-05 07:11:00.680696+09:30,2011-06-05 17:54:37.948396+09:30
2011-06-06,2011-06-06 07:11:24.928422+09:30,2011-06-06 17:54:35.221276+09:30
2011-06-07,2011-06-07 07:11:48.698464+09:30,2011-06-07 17:54:33.603976+09:30
2011-06-08,2011-06-08 07:12:11.962934+09:30,2011-06-08 17:54:33.085235+09:30
2011-06-09,2011-06-09 07:12:34.693891+09:30,2011-06-09 17:54:33.652792+09:30
2011-06-10,2011-06-10 07:12:56.863387+09:30,2011-06-10 17:54:35.293395+09:30
2011-06-11,2011-06-11 07:13:18.443523+09:30,2011-06-11 17:54:37.992818+09:30
2011-06-12,2011-06-12 07:13:39.406498+09:30,2011-06-12 17:54:41.735874+09:30
2011-06-13,2011-06-13 07:13:59.724663+09:30,2011-06-13 17:54:46.506439+09:30
2011-06-14,2011-06-14 07:14:19.370567+09:30,2011-06-14 17:54:52.287464+09:30
2011-06-15,2011-06-15 07:14:38.317013+09:30,2011-06-15 17:54:59.061010+09:30
2011-06-16,2011-06-16 07:14:56.537104+09:30,2011-06-16 17:55:06.808263+09:30
2011-06-17,2011-06-17 07:15:14.004297+09:30,2011-06-17 17:55:15.509567+09:30
2011-06-18,2011-06-18 07:15:30.692445+09:30,2011-06-18 17:55:25.144456+09:30
2011-06-19,2011-06-19 07:15:46.575852+09:30,2011-06-19 17:55:35.691680+09:30
2011-06-20,2011-06-20 07:16:01.629312+09:30,2011-06-20 17:55:47.129244+09:30
2011-06-21,2011-06-21 07:16:15.828160+09:30,2011-06-21 17:55:59.434445+09:30
2011-06-22,2011-06-22 07:16:29.148312+09:30,2011-06-22 17:56:12.583907+09:30
2011-06-23,2011-06-23 07:16:41.566309+09:30,2011-06-23 17:56:26.553622+09:30
2011-06-24,2011-06-24 07:16:53.059353+09:30,2011-06-24 17:56:41.318993+09:30
2011-06-25,2011-06-25 07:17:03.605353+09:30,2011-06-25 17:56:56.854879+09:30
2011-06-26,2011-06-26 07:17:13.182953+09:30,2011-06-26 17:57:13.135635+09:30
2011-06-27,2011-06-27 07:17:21.771575+09:30,2011-06-27 17:57:30.135163+09:30
2011-06-28,2011-06-28 07:17:29.351445+09:30,2011-06-28 17:57:47.826959+09:30
2011-06-29,2011-06-29 07:17:35.903626+09:30,2011-06-29 17:58:06.184160+09:30
2011-06-30,2011-06-30 07:17:41.410046+09:30,2011-06-30 17:58:25.179593+09:30
2011-07-01,2011-07-01 07:17:45.853525+09:30,2011-07-01 17:58:44.785829+09:30
2011-07-02,2011-07-02 07:17:49.217797+09:30,2011-07-02 17:59:04.975231+09:30
2011-07-03,2011-07-03 07:17:51.487535+09:30,2011-07-03 17:59:25.720006+09:30
2011-07-04,2011-07-04 07:17:52.648364+09:30,2011-07-04 17:59:46.992258+09:30
2011-07-05,2011-07-05 07:17:52.686885+09:30,2011-07-05 18:00:08.764037+09:30
2011-07-06,2011-07-06 07:17:51.590685+09:30,2011-07-06 18:00:31.007395+09:30
2011-07-07,2011-07-07 07:17:49.348350+09:30,2011-07-07 18:00:53.694432+09:30
2011-07-08,2011-07-08 07:17:45.949477+09:30,2011-07-08 18:01:16.797353+09:30
2011-07-09,2011-07-09 07:17:41.384681+09:30,2011-07-09 18:01:40.288513+09:30
2011-07-10,2011-07-10 07:17:35.645601+09:30,2011-07-10 18:02:04.140470+09:30
2011-07-11,2011-07-11 07:17:28.724902+09:30,2011-07-11 18:02:28.326033+09:30
2011-07-12,2011-07-12 07:17:20.616278+09:30,2011-07-12 18:02:52.818310+09:30
2011-07-13,2011-07-13 07:17:11.314452+09:30,2011-07-13 18:03:17.590753+09:30
2011-07-14,2011-07-14 07:17:00.815172+09:30,2011-07-14 18:03:42.617203+09:30
2011-07-15,2011-07-15 07:16:49.115209+09:30,2011-07-15 18:04:07.871938+09:30
2011-07-16,2011-07-16 07:16:36.212346+09:30,2011-07-16 18:04:33.329708+09:30
2011-07-17,2011-07-17 07:16:22.105376+09:30,2011-07-17 18:04:58.965780+09:30
2011-07-18,2011-07-18 07:16:06.794089+09:30,2011-07-18 18:05:24.755976+09:30
2011-07-19,2011-07-19 07:15:50.279260+09:30,2011-07-19 18:05:50.676707+09:30
2011-07-20,2011-07-20 07:15:32.562638+09:30,2011-07-20 18:06:16.705010+09:30
2011-07-21,2011-07-21 07:15:13.646932+09:30,2011-07-21 18:06:42.818579+09:30
2011-07-22,2011-07-22 07:14:53.535794+09:30,2011-07-22 18:07:08.995794+09:30
2011-07-23,2011-07-23 07:14:32.233804+09:30,2011-07-23 18:07:35.215752+09:30
2011-07-24,2011-07-24 07:14:09.746449+09:30,2011-07-24 18:08:01.458289+09:30
2011-07-25,2011-07-25 07:13:46.080108+09:30,2011-07-25 18:08:27.704007+09:30
2011-07-26,2011-07-26 07:13:21.242027+09:30,2011-07-26 18:08:53.934292+09:30
2011-07-27,2011-07-27 07:12:55.240303+09:30,2011-07-27 18:09:20.131333+09:30
2011-07-28,2011-07-28 07:12:28.083860+09:30,2011-07-28 18:09:46.278141+09:30
2011-07-29,2011-07-29 07:11:59.782425+09:30,2011-07-29 18:10:12.358561+09:30
